rank,uid,username,type
1,5729200,畏光゛,提督
2,3493294526958393,萝宝宝の月月,提督
3,11933095,靑鋆子,提督
4,60461156,-我-永远喜欢爱莉西雅-,提督
5,11965818,爱吃面包的小小火柴柴,舰长
6,249594967,鬼混少女小福狸,舰长
7,34157994,爱学习的萌新白面包,舰长
8,367346953,洛天启I黑星,舰长
9,36132907,猫鳄霸,舰长
10,519274401,爱吃面包的幸运鹅,舰长
11,677668473,萝哥の现亦,舰长
12,35505931,无是吾,舰长
13,290798377,萝宝の树叶,舰长
14,424384495,傲罗の假期,舰长
15,509846987,枫浅沐熙,舰长
16,2291936,猫耳克拉里昂,舰长
17,452182553,一条咸化鲨鱼,舰长
18,16174561,凯哥的小菊,舰长
19,152425867,戳戳是坏蛋,舰长
20,437490940,养马糕手-,舰长
21,164870864,萝宝の橙子,舰长
22,484156,欧卡尼亚,舰长
23,456839656,凌冬寒九,舰长
24,1942864208,卡萝尔Akuma,舰长
25,384250971,萝宝的骑士长狗狗,舰长
26,264489711,北极星夜,舰长
27,1535661,SM丶MM,舰长
28,1121669110,微の影,舰长
29,123729248,天麟夜宇,舰长
30,189598054,i珂i,舰长
31,249454154,白羽落鹰,舰长
32,363297560,乙坂奈绪,舰长
33,3546383783037041,浮华于世的冒险人,舰长
34,3546393505433751,爱情是糖捏,舰长
35,297192189,今天的冬木也很热闹,舰长
36,573508245,鸢华ankou,舰长
37,1695619600,阳气四射,舰长
38,591355861,小小空洞骑士,舰长
39,383036333,潇潇无雨声,舰长
40,1810730016,萝宝の凳子,舰长
41,4738109,绯樱_-,舰长
42,381664267,洛丽玛丝_,舰长
43,404566288,幻夕hxi,舰长
44,196249203,儒雅的会心一笑,舰长
45,667808281,萝宝的杨逸,舰长
46,392082420,V圈守墓人-逆风21314号,舰长
47,547170297,指尖流沙秋风,舰长
48,284142814,e芙芙e,舰长
49,122551021,木斐Moffy,舰长
50,3546669796821037,不是内个秋,舰长
51,18664062,不安分的跳蚤,舰长
52,176575959,从不dd小火柴,舰长
53,2105847908,韩沐蛛蛛,舰长
54,141675125,卧继而榜影,舰长
55,3546779247183940,设计喵CatDesign,舰长
56,693501095,_苹果好好吃,舰长
57,30683849,风凌碧落,舰长
58,355435979,hudbv,舰长
59,3493271506520774,小缘故梦,舰长
60,1299403436,QyTitan,舰长
61,1241445627,远长山,舰长
62,92907846,想咬咩栗的小呆毛,舰长
63,674316000,小桕QAQ,舰长
64,8558920,爱喝奶茶的Master,舰长
65,3546386897307910,比劳森小的萝宝,舰长
66,258173629,儵兞兡兾冎,舰长
67,686216722,喜欢我的combo吗,舰长
68,3493142707833588,涻梦,舰长
69,507853569,夜浩ya,舰长
70,416014101,肥灵魅,舰长
71,1733008965,篮球轻跌,舰长
72,4595288,月光光Hikari,舰长
73,521379923,心悦君kd,舰长
74,544401538,洋泽君,舰长
75,510731579,莫宇没在摸鱼,舰长
