rank,uid,username,type
1,5729200,畏光゛,提督
2,3493294526958393,萝宝宝の月月,舰长
3,11965818,喜欢玉玉的面包片同学,舰长
4,249594967,鬼混少女小福狸,舰长
5,34157994,爱学习的萌新白面包,舰长
6,367346953,洛天启I黑星,舰长
7,65141013,落鹿星,舰长
8,36132907,猫鳄霸,舰长
9,519274401,爱面包的幸运鹅,舰长
10,677668473,萝哥の现亦,舰长
11,11933095,靑鋆子,舰长
12,424384495,傲罗の假期,舰长
13,35505931,无是吾,舰长
14,290798377,萝宝の树叶,舰长
15,452182553,一条咸化鲨鱼,舰长
16,16174561,凯哥的小菊,舰长
17,437490940,养马糕手-,舰长
18,509846987,枫浅沐熙,舰长
19,60461156,-我-永远喜欢爱莉希雅,舰长
20,484156,欧卡尼亚,舰长
21,456839656,凌冬寒九,舰长
22,1942864208,卡萝尔Akuma,舰长
23,13313146,御坂スティーブ,舰长
24,264489711,北极星夜,舰长
25,1121669110,微の影,舰长
26,189598054,i珂i,舰长
27,573508245,鸢华ankou,舰长
28,9654880,黑脸猫JOJO,舰长
29,123729248,天麟夜宇,舰长
30,3546383783037041,浮华于世的冒险人,舰长
31,79963241,cube_miku,舰长
32,23235335,韩沐渚,舰长
33,402132384,辰亦辰时,舰长
34,1695619600,阳气四射,舰长
35,3546393505433751,爱情是糖捏,舰长
36,591355861,小小空洞骑士,舰长
37,4738109,绯樱_-,舰长
38,667808281,萝宝的杨逸,舰长
39,404566288,幻夕hxi,舰长
40,7667147,尾刀大师,舰长
41,392082420,V圈守墓人-逆风21314号,舰长
42,507853569,夜浩ya,舰长
43,3546669796821037,不是内个秋,舰长
44,141675125,卧继而榜影,舰长
45,30683849,风凌碧落,舰长
46,3546569880111337,白艾零-寺锦月,舰长
47,356910613,阿洛林xy,舰长
48,3546715697187565,龙之梦迷,舰长
49,355435979,hudbv,舰长
50,32957306,monky_kon,舰长
51,233645397,苏轩然,舰长
52,1555505337,断崖柏,舰长
53,234375419,淡漠凌,舰长
54,674316000,小桕QAQ,舰长
55,1554871865,终焉之后的梦醒,舰长
56,8558920,一天九杯奶茶的Master,舰长
57,258173629,儵兞兡兾冎,舰长
58,375182702,木の命命子,舰长
59,1582245324,酸菜鱼本宇,舰长
60,1439835232,Shadow_影子使者,舰长
61,1440754874,不知所措的小jo,舰长
62,382077324,丶汐彡,舰长
63,270442526,次生林_forest,舰长
64,514316007,青尘_康威,舰长
65,3546859840735837,铑宫拟莱辣,舰长
66,1267552369,芙宁娜大人的身后灵,舰长
67,131686818,Doooooooooooom汪,舰长
68,3546603845585674,晚晚晚吟吟吟,舰长
69,390794526,白流千转,舰长
70,3494361880856991,可洛Cro_,舰长
