rank,uid,username,type
1,5729200,畏光゛,提督
2,3493294526958393,萝宝の恦月,提督
3,11965818,只给大欧派上总的火柴,提督
4,170953778,轮回的旅程,提督
5,249594967,鬼混少女小福狸,舰长
6,19349978,鸿梧S,舰长
7,2841191,阳光Official,舰长
8,367346953,洛天启I黑星,舰长
9,65141013,落鹿星,舰长
10,34157994,爱面包的萌新白,舰长
11,36132907,猫鳄霸,舰长
12,11012736,芝麻夹心小汤圆,舰长
13,457009121,一只幻云吖,舰长
14,677668473,萝哥の现亦,舰长
15,35505931,无是吾,舰长
16,33099690,宇宙蟹bro,舰长
17,290798377,萝宝の树叶,舰长
18,509846987,枫浅沐熙,舰长
19,2291936,猫耳克拉里昂,舰长
20,1942864208,卡萝尔Akuma,舰长
21,11933095,靑鋆子,舰长
22,152425867,戳的人是坏蛋,舰长
23,164870864,萝宝の橙子,舰长
24,39014561,YUME_M,舰长
25,16174561,凯哥的小菊,舰长
26,424384495,Akumaの假期,舰长
27,484156,欧卡尼亚,舰长
28,456839656,凌冬寒九,舰长
29,106797737,yameito,舰长
30,384250971,萝宝的骑士长狗狗,舰长
31,327958100,永夜大公爵,舰长
32,1535661,只爱给钢板上船,舰长
33,1862168457,不要去抱怨,舰长
34,2612212,鱼小年儿,舰长
35,10064936,沫寒z,舰长
36,9654880,啾啾啊他糊了他糊了,舰长
37,38741820,霜月莹墨梅,舰长
38,452182553,一条咸化鲨鱼,舰长
39,519274401,CL_LuckyE,舰长
40,437490940,养马糕手-,舰长
41,24239231,黑子冥月,舰长
42,24050812,Zincyellow,舰长
43,297192189,今天的冬木也很热闹,舰长
44,3537112932551510,账号已注销,舰长
45,23235335,韩沐渚,舰长
46,363857729,玉咩咩碳,舰长
47,66952897,绘声绘色ovo,舰长
48,490962527,照客,舰长
49,438602069,-无声铃鹿---,舰长
50,134821376,稽泥胎煤,舰长
51,2206033,田居小铃,舰长
52,7667147,尾刀大师,舰长
53,189598054,i珂i,舰长
54,249454154,白羽落鹰,舰长
55,363297560,乙坂奈绪,舰长
56,509184,小白小白小白狼,舰长
57,177736688,闻艺wy,舰长
58,396799678,玻璃剑゜,舰长
59,264489711,北极星夜,舰长
